2002.000000 / 5.000000 / 22.000000 --  18.000000 : 26.000000 : 23.871000 
d_mean_LS =================================== 
19.756450  10.448671  6.199698
4.497604  4.237855  3.835730
3.811597  3.753247  3.762930
19.765469  10.522496  6.326915
4.650078  4.410575  3.915475
3.665268  3.526756  3.318307
22.928360  15.246123  10.932067
7.087830  6.077493  3.367245
2.257895  1.641809  1.262262
d_mean_TLS =================================== 
4303.456665  2194.152470  1162.734138
680.904403  398.015811  96.478953
73.636533  73.863243  386.365542
6544.418108  1989.259750  803.074510
486.670494  317.075231  125.505308
75.596997  69.826388  264.178764
3427.068840  2082.005966  1254.377369
737.985817  495.636121  489.314915
114.361520  37.232325  94.908183
d_mean_MLS =================================== 
1023.129647  165.031071 86.985235
39.794613  51.797570 51.829037
46.635899  36.809542 27.811639
304.045659  173.405442 132.855601
65.508672  83.833572 96.809774
25.173005  25.470184 61.188090
428.240483  256.469253 91.215546
37.270940  18.047213 2.883617
1.770080  1.300833 1.037323
d_std_LS =================================== 
7.105997  3.693896  2.260291
1.802032  1.776529  1.704533
1.709807  1.731848  1.733650
7.207804  3.722406  2.287694
1.836784  1.814116  1.747237
1.775185  1.825963  1.786684
8.067556  4.867816  3.368495
2.758570  2.600454  1.787649
1.293457  0.984094  0.755562
d_std_TLS =================================== 
93317.928932  28977.916746  17427.186152
19036.192016  5546.694836  913.481977
1314.786173  1466.203275  32248.062776
110109.505255  20239.951218  5424.491223
8275.762937  2875.482439  1111.561132
892.607052  821.319569  21401.776091
24728.238399  35757.175625  29688.886595
19640.980788  6066.587408  26619.740355
2047.842075  575.112761  8115.927276
d_std_MLS =================================== 
76607.823312  2138.043496 790.740246
273.742437  960.108320 668.865008
1055.525133  384.959134 170.755075
5357.302035  2718.407924 6556.647920
961.072969  3258.343063 6172.616046
149.131932  304.288375 3656.801434
12065.928467  6174.580372 679.361164
941.643665  231.542577 2.516030
0.880426  0.635619 0.507009
BER_MF1 ===================================== 
0.466100  0.420500 0.339500
0.210500  0.157500 0.021300
0.000900  0.000100 0.000000
0.462100  0.421200 0.349000
0.238300  0.204900 0.113000
0.068700  0.034400 0.016700
0.471400  0.469400 0.493700
0.506700  0.496500 0.494600
0.500700  0.497200 0.501200
BER_DD1 ===================================== 
0.473900  0.438200 0.382100
0.277300  0.230900 0.067700
0.015100  0.001500 0.000100
0.477800  0.437500 0.384600
0.274800  0.231100 0.068300
0.013700  0.001200 0.000300
0.475100  0.448400 0.382000
0.285200  0.232600 0.074600
0.013600  0.002500 0.000100
BER_MF ====================================== 
0.461575  0.422775 0.342900
0.211875  0.159525 0.023200
0.001700  0.000025 0.000000
0.460025  0.422600 0.349925
0.241775  0.202975 0.116300
0.068450  0.035400 0.017075
0.473800  0.463075 0.491350
0.501425  0.498625 0.496625
0.504600  0.499400 0.499500
BER_DD ====================================== 
0.473275  0.443425 0.386125
0.280800  0.231150 0.070375
0.015075  0.001725 0.000200
0.468225  0.442325 0.383250
0.277200  0.232175 0.069575
0.013800  0.001475 0.000100
0.473450  0.447625 0.379950
0.279100  0.229525 0.072400
0.013700  0.001675 0.000100
BER_LS ====================================== 
0.459000  0.427150 0.347575
0.218875  0.167325 0.026275
0.002300  0.000050 0.000000
0.460200  0.425200 0.354125
0.245350  0.206000 0.105950
0.048950  0.017550 0.005975
0.471600  0.457375 0.450900
0.406500  0.378000 0.252475
0.155025  0.087125 0.044425
BER_TLS ===================================== 
0.475825  0.451950 0.406175
0.332050  0.306925 0.236750
0.201025  0.168550 0.143875
0.471300  0.451675 0.408700
0.345175  0.326300 0.270825
0.240925  0.219175 0.197500
0.478750  0.465900 0.446375
0.403425  0.383675 0.320475
0.285475  0.246700 0.211425
BER_MLS ===================================== 
0.484450  0.475525 0.445200
0.396250  0.374375 0.271775
0.209100  0.163975 0.136350
0.485525  0.475350 0.450825
0.403525  0.392000 0.316450
0.257025  0.201675 0.156600
0.488225  0.479000 0.464300
0.408250  0.371975 0.223400
0.127100  0.066800 0.032950
