2002.000000 / 5.000000 / 22.000000 --  17.000000 : 23.000000 : 9.227000 
d_mean_LS =================================== 
360.924526  181.115063  89.942057
45.300829  36.222361  18.014724
11.998881  9.035869  7.264938
40.116108  20.266572  10.051063
5.017091  4.029266  2.018937
1.345903  1.010577  0.807575
17.041539  8.526712  4.288637
2.140923  1.707544  0.854546
0.570192  0.427436  0.343312
d_mean_TLS =================================== 
165816.621699  65449.808840  30491.479978
17575.301037  13924.110402  6682.363392
4322.774444  2870.776374  2483.109486
17094.204595  9628.631690  3457.898818
2223.919527  1151.292427  650.084597
347.024748  164.139576  67.818714
4733.703672  2696.283095  989.447389
373.062232  244.208915  54.888013
42.651435  18.153448  4.920158
d_mean_MLS =================================== 
140024.759944  73949.321851 33882.013929
13711.870179  12768.020056 5303.573884
3544.835901  3485.588772 1934.513705
11616.491631  11195.770391 3801.813987
1576.317501  1423.762608 428.086053
569.354546  136.107689 156.971714
3701.970432  832.714895 250.204657
27.922536  4.953952 1.010546
0.613488  0.445833 0.352078
d_std_LS =================================== 
216.148535  110.926771  54.398014
27.429664  22.114614  10.962665
7.294530  5.475318  4.392229
22.537459  11.349953  5.661861
2.841310  2.233932  1.134220
0.751778  0.566218  0.450096
8.771224  4.390850  2.214961
1.103644  0.871772  0.438685
0.292069  0.217407  0.175021
d_std_TLS =================================== 
3983665.552830  1116063.859712  730841.959534
424490.580239  237253.021572  114361.231146
78002.354573  41452.909744  37036.088325
553200.441939  339331.857501  83459.406651
64356.083982  17932.707525  29224.755933
13090.301200  4950.502226  838.697331
69517.236137  72978.812011  18800.266240
7780.859459  8027.838299  1467.742926
2719.618040  727.210491  79.577456
d_std_MLS =================================== 
2612159.791128  1778973.579107 562801.537723
132968.552834  161873.639020 50665.830834
33826.465046  62358.705568 19729.529468
126148.240405  801996.807223 105062.317179
25823.300835  39320.564421 5094.144121
37004.244157  2331.826399 11082.802209
311882.494564  20602.345201 9704.941771
1410.756978  31.580412 0.506617
0.311870  0.225619 0.179191
BER_MF1 ===================================== 
0.464550  0.423050 0.344000
0.209600  0.158200 0.022350
0.001900  0.000000 0.000000
0.462750  0.424200 0.343700
0.238300  0.205550 0.114800
0.066150  0.034050 0.017150
0.465200  0.456300 0.489550
0.499050  0.501850 0.494750
0.505450  0.500250 0.496450
BER_DD1 ===================================== 
0.473500  0.447500 0.384050
0.277200  0.230050 0.070550
0.013150  0.001600 0.000100
0.471800  0.443600 0.380000
0.277150  0.233300 0.072650
0.013750  0.001250 0.000200
0.470150  0.441400 0.387950
0.284300  0.227650 0.071400
0.013450  0.001850 0.000100
BER_MF ====================================== 
0.463300  0.420750 0.345025
0.213525  0.157225 0.023350
0.002000  0.000000 0.000000
0.459825  0.420400 0.347575
0.238000  0.205625 0.114350
0.065850  0.035250 0.016800
0.466675  0.461550 0.491750
0.500375  0.499000 0.495800
0.502700  0.501925 0.494350
BER_DD ====================================== 
0.474325  0.442700 0.384900
0.281025  0.228125 0.069275
0.013950  0.001575 0.000175
0.469725  0.440300 0.383325
0.277500  0.233850 0.071300
0.013300  0.001275 0.000175
0.470325  0.441300 0.385150
0.283500  0.227650 0.070825
0.013300  0.001700 0.000075
BER_LS ====================================== 
0.474825  0.439900 0.381725
0.276350  0.221800 0.063300
0.012425  0.001175 0.000100
0.471125  0.438225 0.382000
0.270675  0.227000 0.064900
0.011100  0.001100 0.000150
0.467275  0.439850 0.380150
0.277000  0.222050 0.065925
0.011200  0.001175 0.000050
BER_TLS ===================================== 
0.494700  0.497550 0.494550
0.491850  0.481300 0.468450
0.450900  0.426625 0.399925
0.492325  0.488575 0.473850
0.452550  0.444250 0.395800
0.342925  0.295125 0.234375
0.480550  0.458975 0.419925
0.360750  0.333800 0.259850
0.194650  0.146275 0.098275
BER_MLS ===================================== 
0.492700  0.491400 0.483575
0.470525  0.457950 0.427550
0.410150  0.392125 0.378000
0.494850  0.490000 0.480500
0.467175  0.457425 0.415800
0.379550  0.324425 0.241800
0.494650  0.493325 0.477925
0.420925  0.350625 0.092250
0.014875  0.001650 0.000075
